date_from,date_to,country_code,destination_country,count
2022-03-21,2022-03-27,167,AZE,21575
2022-03-21,2022-03-27,168,ARM,34562
2022-03-21,2022-03-27,169,GEO,26913
2022-03-21,2022-03-27,171,UZB,73920
2022-03-21,2022-03-27,179,EST,11052
2022-03-21,2022-03-27,180,SRB,9158
2022-03-21,2022-03-27,181,ISR,21032
2022-03-21,2022-03-27,204,ESP,19089
2022-03-21,2022-03-27,205,ITA,13438
2022-03-21,2022-03-27,206,LVA,13432
2022-03-21,2022-03-27,207,KGZ,61996
2022-03-21,2022-03-27,209,TJK,56341
2022-03-21,2022-03-27,210,ARE,14575
2022-03-21,2022-03-27,211,AUS,2154
2022-03-21,2022-03-27,246,GRC,4742
2022-03-21,2022-03-27,983,TUR,58586
2022-03-21,2022-03-27,994,IND,6355
2022-03-21,2022-03-27,995,THA,16465
2022-03-21,2022-03-27,1056,EGY,14280
2022-03-21,2022-03-27,10074,PRT,1731
2022-03-21,2022-03-27,10077,ROU,4349
2022-03-21,2022-03-27,10083,HRV,1520
2022-03-21,2022-03-27,20574,CYP,7108
2022-03-21,2022-03-27,21610,MNE,4645
2022-03-28,2022-04-03,84,USA,50225
2022-03-28,2022-04-03,95,CAN,5391
2022-03-28,2022-04-03,96,DEU,71418
2022-03-28,2022-04-03,102,GBR,17475
2022-03-28,2022-04-03,113,AUT,4934
2022-03-28,2022-04-03,114,BEL,8430
2022-03-28,2022-04-03,115,BGR,8776
2022-03-28,2022-04-03,116,HUN,3800
2022-03-28,2022-04-03,117,LTU,11384
2022-03-28,2022-04-03,118,NLD,28233
2022-03-28,2022-04-03,119,NOR,4063
2022-03-28,2022-04-03,120,POL,33353
2022-03-28,2022-04-03,121,SVK,2205
2022-03-28,2022-04-03,122,SVN,1200
2022-03-28,2022-04-03,123,FIN,17646
2022-03-28,2022-04-03,124,FRA,42704
2022-03-28,2022-04-03,125,CZE,13131
2022-03-28,2022-04-03,126,CHE,4226
2022-03-28,2022-04-03,127,SWE,12154
2022-03-28,2022-04-03,159,KAZ,646178
2022-03-28,2022-04-03,167,AZE,20059
2022-03-28,2022-04-03,168,ARM,31119
2022-03-28,2022-04-03,169,GEO,24770
2022-03-28,2022-04-03,171,UZB,72954
2022-03-28,2022-04-03,179,EST,11125
2022-03-28,2022-04-03,180,SRB,9216
2022-03-28,2022-04-03,181,ISR,20044
2022-03-28,2022-04-03,204,ESP,17162
2022-03-28,2022-04-03,205,ITA,14624
2022-03-28,2022-04-03,206,LVA,13563
2022-03-28,2022-04-03,207,KGZ,58541
2022-03-28,2022-04-03,209,TJK,52150
2022-03-28,2022-04-03,210,ARE,13803
2022-03-28,2022-04-03,211,AUS,1837
2022-03-28,2022-04-03,246,GRC,4608
2022-03-28,2022-04-03,983,TUR,54161
2022-03-28,2022-04-03,994,IND,6746
2022-03-28,2022-04-03,995,THA,16151
2022-03-28,2022-04-03,1056,EGY,8506
2022-03-28,2022-04-03,10074,PRT,1958
2022-03-28,2022-04-03,10077,ROU,4199
2022-03-28,2022-04-03,10083,HRV,1787
2022-03-28,2022-04-03,20574,CYP,6743
2022-03-28,2022-04-03,21610,MNE,4679
2022-04-04,2022-04-10,84,USA,52985
2022-04-04,2022-04-10,95,CAN,6533
2022-04-04,2022-04-10,96,DEU,71214
2022-04-04,2022-04-10,102,GBR,18622
2022-04-04,2022-04-10,113,AUT,4991
2022-04-04,2022-04-10,114,BEL,8398
2022-04-04,2022-04-10,115,BGR,9051
2022-04-04,2022-04-10,116,HUN,4498
2022-04-04,2022-04-10,117,LTU,11134
2022-04-04,2022-04-10,118,NLD,30350
2022-04-04,2022-04-10,119,NOR,3654
2022-04-04,2022-04-10,120,POL,33286
2022-04-04,2022-04-10,121,SVK,2065
2022-04-04,2022-04-10,122,SVN,1457
2022-04-04,2022-04-10,123,FIN,17261
2022-04-04,2022-04-10,124,FRA,41137
2022-04-04,2022-04-10,125,CZE,13389
2022-04-04,2022-04-10,126,CHE,4242
2022-04-04,2022-04-10,127,SWE,13199
2022-04-04,2022-04-10,159,KAZ,627375
2022-04-04,2022-04-10,167,AZE,18787
2022-04-04,2022-04-10,168,ARM,30592
2022-04-04,2022-04-10,169,GEO,25050
2022-04-04,2022-04-10,171,UZB,71911
2022-04-04,2022-04-10,179,EST,11475
2022-04-04,2022-04-10,180,SRB,10565
2022-04-04,2022-04-10,181,ISR,21669
2022-04-04,2022-04-10,204,ESP,16902
2022-04-04,2022-04-10,205,ITA,13986
2022-04-04,2022-04-10,206,LVA,13705
2022-04-04,2022-04-10,207,KGZ,57601
2022-04-04,2022-04-10,209,TJK,55102
2022-04-04,2022-04-10,210,ARE,13833
2022-04-04,2022-04-10,211,AUS,2090
2022-04-04,2022-04-10,246,GRC,4949
2022-04-04,2022-04-10,983,TUR,59533
2022-04-04,2022-04-10,994,IND,5367
2022-04-04,2022-04-10,995,THA,17351
2022-04-04,2022-04-10,1056,EGY,9474
2022-04-04,2022-04-10,10074,PRT,1905
2022-04-04,2022-04-10,10077,ROU,4334
2022-04-04,2022-04-10,10083,HRV,1897
2022-04-04,2022-04-10,20574,CYP,7058
2022-04-04,2022-04-10,21610,MNE,5099
2022-04-11,2022-04-17,84,USA,59137
2022-04-11,2022-04-17,95,CAN,8133
2022-04-11,2022-04-17,96,DEU,63065
2022-04-11,2022-04-17,102,GBR,20776
2022-04-11,2022-04-17,113,AUT,4771
2022-04-11,2022-04-17,114,BEL,8671
2022-04-11,2022-04-17,115,BGR,8911
2022-04-11,2022-04-17,116,HUN,3710
2022-04-11,2022-04-17,117,LTU,10253
2022-04-11,2022-04-17,118,NLD,30254
2022-04-11,2022-04-17,119,NOR,3491
2022-04-11,2022-04-17,120,POL,31640
2022-04-11,2022-04-17,121,SVK,2085
2022-04-11,2022-04-17,122,SVN,1186
2022-04-11,2022-04-17,123,FIN,18427
2022-04-11,2022-04-17,124,FRA,39164
2022-04-11,2022-04-17,125,CZE,12120
2022-04-11,2022-04-17,126,CHE,3799
2022-04-11,2022-04-17,127,SWE,12857
2022-04-11,2022-04-17,159,KAZ,621019
2022-04-11,2022-04-17,167,AZE,17963
2022-04-11,2022-04-17,168,ARM,28977
2022-04-11,2022-04-17,169,GEO,24950
2022-04-11,2022-04-17,171,UZB,75087
2022-04-11,2022-04-17,179,EST,11355
2022-04-11,2022-04-17,180,SRB,9109
2022-04-11,2022-04-17,181,ISR,21260
2022-04-11,2022-04-17,204,ESP,15614
2022-04-11,2022-04-17,205,ITA,13498
2022-04-11,2022-04-17,206,LVA,8462
2022-04-11,2022-04-17,207,KGZ,57176
2022-04-11,2022-04-17,209,TJK,53307
2022-04-11,2022-04-17,210,ARE,14123
2022-04-11,2022-04-17,211,AUS,1854
2022-04-11,2022-04-17,246,GRC,4151
2022-04-11,2022-04-17,983,TUR,59329
2022-04-11,2022-04-17,994,IND,5964
2022-04-11,2022-04-17,995,THA,13264
2022-04-11,2022-04-17,1056,EGY,8710
2022-04-11,2022-04-17,10074,PRT,1663
2022-04-11,2022-04-17,10077,ROU,4097
2022-04-11,2022-04-17,10083,HRV,1671
2022-04-11,2022-04-17,20574,CYP,6833
2022-04-11,2022-04-17,21610,MNE,4377
2022-04-18,2022-04-24,84,USA,49257
2022-04-18,2022-04-24,95,CAN,5114
2022-04-18,2022-04-24,96,DEU,67939
2022-04-18,2022-04-24,102,GBR,17167
2022-04-18,2022-04-24,113,AUT,4355
2022-04-18,2022-04-24,114,BEL,7502
2022-04-18,2022-04-24,115,BGR,8423
2022-04-18,2022-04-24,116,HUN,3389
2022-04-18,2022-04-24,117,LTU,9724
2022-04-18,2022-04-24,118,NLD,27136
2022-04-18,2022-04-24,119,NOR,3142
2022-04-18,2022-04-24,120,POL,29454
2022-04-18,2022-04-24,121,SVK,2082
2022-04-18,2022-04-24,122,SVN,1044
2022-04-18,2022-04-24,123,FIN,16976
2022-04-18,2022-04-24,124,FRA,34837
2022-04-18,2022-04-24,125,CZE,12128
2022-04-18,2022-04-24,126,CHE,3519
2022-04-18,2022-04-24,127,SWE,12089
2022-04-18,2022-04-24,159,KAZ,633188
2022-04-18,2022-04-24,167,AZE,16746
2022-04-18,2022-04-24,168,ARM,28554
2022-04-18,2022-04-24,169,GEO,23416
2022-04-18,2022-04-24,171,UZB,73937
2022-04-18,2022-04-24,179,EST,10262
2022-04-18,2022-04-24,180,SRB,9068
2022-04-18,2022-04-24,181,ISR,22262
2022-04-18,2022-04-24,204,ESP,15372
2022-04-18,2022-04-24,205,ITA,13626
2022-04-18,2022-04-24,206,LVA,4735
2022-04-18,2022-04-24,207,KGZ,57520
2022-04-18,2022-04-24,209,TJK,52044
2022-04-18,2022-04-24,210,ARE,13899
2022-04-18,2022-04-24,211,AUS,1710
2022-04-18,2022-04-24,246,GRC,4179
2022-04-18,2022-04-24,983,TUR,59151
2022-04-18,2022-04-24,994,IND,6551
2022-04-18,2022-04-24,995,THA,13755
2022-04-18,2022-04-24,1056,EGY,8887
2022-04-18,2022-04-24,10074,PRT,1911
2022-04-18,2022-04-24,10077,ROU,4081
2022-04-18,2022-04-24,10083,HRV,1539
2022-04-18,2022-04-24,20574,CYP,6039
2022-04-18,2022-04-24,21610,MNE,4505
2022-04-25,2022-05-01,84,USA,49099
2022-04-25,2022-05-01,95,CAN,4803
2022-04-25,2022-05-01,96,DEU,73207
2022-04-25,2022-05-01,102,GBR,17206
2022-04-25,2022-05-01,113,AUT,4556
2022-04-25,2022-05-01,114,BEL,7256
2022-04-25,2022-05-01,115,BGR,8673
2022-04-25,2022-05-01,116,HUN,3405
2022-04-25,2022-05-01,117,LTU,9010
2022-04-25,2022-05-01,118,NLD,28560
2022-04-25,2022-05-01,119,NOR,3550
2022-04-25,2022-05-01,120,POL,28412
2022-04-25,2022-05-01,121,SVK,1867
2022-04-25,2022-05-01,122,SVN,962
2022-04-25,2022-05-01,123,FIN,15784
2022-04-25,2022-05-01,124,FRA,37377
2022-04-25,2022-05-01,125,CZE,11865
2022-04-25,2022-05-01,126,CHE,3774
2022-04-25,2022-05-01,127,SWE,13260
2022-04-25,2022-05-01,159,KAZ,616381
2022-04-25,2022-05-01,167,AZE,15778
2022-04-25,2022-05-01,168,ARM,29266
2022-04-25,2022-05-01,169,GEO,24950
2022-04-25,2022-05-01,171,UZB,72893
2022-04-25,2022-05-01,179,EST,11138
2022-04-25,2022-05-01,180,SRB,8350
2022-04-25,2022-05-01,181,ISR,21054
2022-04-25,2022-05-01,204,ESP,14725
2022-04-25,2022-05-01,205,ITA,13896
2022-04-25,2022-05-01,206,LVA,4866
2022-04-25,2022-05-01,207,KGZ,55839
2022-04-25,2022-05-01,209,TJK,46052
2022-04-25,2022-05-01,210,ARE,14356
2022-04-25,2022-05-01,211,AUS,1740
2022-04-25,2022-05-01,246,GRC,4226
2022-04-25,2022-05-01,983,TUR,60796
2022-04-25,2022-05-01,994,IND,5998
2022-04-25,2022-05-01,995,THA,11425
2022-04-25,2022-05-01,1056,EGY,8434
2022-04-25,2022-05-01,10074,PRT,1880
2022-04-25,2022-05-01,10077,ROU,3414
2022-04-25,2022-05-01,10083,HRV,1298
2022-04-25,2022-05-01,20574,CYP,6803
2022-04-25,2022-05-01,21610,MNE,4359
2022-05-02,2022-05-08,84,USA,46132
2022-05-02,2022-05-08,95,CAN,4353
2022-05-02,2022-05-08,96,DEU,70021
2022-05-02,2022-05-08,102,GBR,15964
2022-05-02,2022-05-08,113,AUT,4248
2022-05-02,2022-05-08,114,BEL,6099
2022-05-02,2022-05-08,115,BGR,9404
2022-05-02,2022-05-08,116,HUN,4133
2022-05-02,2022-05-08,117,LTU,9120
2022-05-02,2022-05-08,118,NLD,23751
2022-05-02,2022-05-08,119,NOR,3156
2022-05-02,2022-05-08,120,POL,27293
2022-05-02,2022-05-08,121,SVK,2021
2022-05-02,2022-05-08,122,SVN,1068
2022-05-02,2022-05-08,123,FIN,14644
2022-05-02,2022-05-08,124,FRA,29194
2022-05-02,2022-05-08,125,CZE,11790
2022-05-02,2022-05-08,126,CHE,3260
2022-05-02,2022-05-08,127,SWE,10953
2022-05-02,2022-05-08,159,KAZ,604629
2022-05-02,2022-05-08,167,AZE,17149
2022-05-02,2022-05-08,168,ARM,30653
2022-05-02,2022-05-08,169,GEO,26274
2022-05-02,2022-05-08,171,UZB,71974
2022-05-02,2022-05-08,179,EST,11230
2022-05-02,2022-05-08,180,SRB,9612
2022-05-02,2022-05-08,181,ISR,22050
2022-05-02,2022-05-08,204,ESP,15544
2022-05-02,2022-05-08,205,ITA,13326
2022-05-02,2022-05-08,206,LVA,4687
2022-05-02,2022-05-08,207,KGZ,49697
2022-05-02,2022-05-08,209,TJK,50155
2022-05-02,2022-05-08,210,ARE,14332
2022-05-02,2022-05-08,211,AUS,1731
2022-05-02,2022-05-08,246,GRC,4474
2022-05-02,2022-05-08,983,TUR,66828
2022-05-02,2022-05-08,994,IND,7885
2022-05-02,2022-05-08,995,THA,15053
2022-05-02,2022-05-08,1056,EGY,8301
2022-05-02,2022-05-08,10074,PRT,2001
2022-05-02,2022-05-08,10077,ROU,4085
2022-05-02,2022-05-08,10083,HRV,1719
2022-05-02,2022-05-08,20574,CYP,6906
2022-05-02,2022-05-08,21610,MNE,4547
2022-05-09,2022-05-15,84,USA,45234
2022-05-09,2022-05-15,95,CAN,4273
2022-05-09,2022-05-15,96,DEU,62205
2022-05-09,2022-05-15,102,GBR,16772
2022-05-09,2022-05-15,113,AUT,4154
2022-05-09,2022-05-15,114,BEL,5462
2022-05-09,2022-05-15,115,BGR,8334
2022-05-09,2022-05-15,116,HUN,3442
2022-05-09,2022-05-15,117,LTU,8241
2022-05-09,2022-05-15,118,NLD,21947
2022-05-09,2022-05-15,119,NOR,3282
2022-05-09,2022-05-15,120,POL,25547
2022-05-09,2022-05-15,121,SVK,1768
2022-05-09,2022-05-15,122,SVN,874
2022-05-09,2022-05-15,123,FIN,14057
2022-05-09,2022-05-15,124,FRA,24335
2022-05-09,2022-05-15,125,CZE,11882
2022-05-09,2022-05-15,126,CHE,3110
2022-05-09,2022-05-15,127,SWE,9834
2022-05-09,2022-05-15,159,KAZ,621126
2022-05-09,2022-05-15,167,AZE,16890
2022-05-09,2022-05-15,168,ARM,29104
2022-05-09,2022-05-15,169,GEO,25807
2022-05-09,2022-05-15,171,UZB,75609
2022-05-09,2022-05-15,179,EST,10801
2022-05-09,2022-05-15,180,SRB,8307
2022-05-09,2022-05-15,181,ISR,22770
2022-05-09,2022-05-15,204,ESP,14568
2022-05-09,2022-05-15,205,ITA,13218
2022-05-09,2022-05-15,206,LVA,4365
2022-05-09,2022-05-15,207,KGZ,57387
2022-05-09,2022-05-15,209,TJK,52216
2022-05-09,2022-05-15,210,ARE,13638
2022-05-09,2022-05-15,211,AUS,1460
2022-05-09,2022-05-15,246,GRC,4067
2022-05-09,2022-05-15,983,TUR,66891
2022-05-09,2022-05-15,994,IND,6690
2022-05-09,2022-05-15,995,THA,12043
2022-05-09,2022-05-15,1056,EGY,8150
2022-05-09,2022-05-15,10074,PRT,1917
2022-05-09,2022-05-15,10077,ROU,3280
2022-05-09,2022-05-15,10083,HRV,1436
2022-05-09,2022-05-15,20574,CYP,7059
2022-05-09,2022-05-15,21610,MNE,4485
2022-05-16,2022-05-22,84,USA,45248
2022-05-16,2022-05-22,95,CAN,4592
2022-05-16,2022-05-22,96,DEU,63373
2022-05-16,2022-05-22,102,GBR,17186
2022-05-16,2022-05-22,113,AUT,3671
2022-05-16,2022-05-22,114,BEL,5117
2022-05-16,2022-05-22,115,BGR,9034
2022-05-16,2022-05-22,116,HUN,2925
2022-05-16,2022-05-22,117,LTU,9138
2022-05-16,2022-05-22,118,NLD,23239
2022-05-16,2022-05-22,119,NOR,3368
2022-05-16,2022-05-22,120,POL,25006
2022-05-16,2022-05-22,121,SVK,1652
2022-05-16,2022-05-22,122,SVN,859
2022-05-16,2022-05-22,123,FIN,18527
2022-05-16,2022-05-22,124,FRA,23913
2022-05-16,2022-05-22,125,CZE,11332
2022-05-16,2022-05-22,126,CHE,3303
2022-05-16,2022-05-22,127,SWE,9700
2022-05-16,2022-05-22,159,KAZ,671373
2022-05-16,2022-05-22,167,AZE,16689
2022-05-16,2022-05-22,168,ARM,29101
2022-05-16,2022-05-22,169,GEO,26176
2022-05-16,2022-05-22,171,UZB,78394
2022-05-16,2022-05-22,179,EST,10862
2022-05-16,2022-05-22,180,SRB,7096
2022-05-16,2022-05-22,181,ISR,23031
2022-05-16,2022-05-22,204,ESP,14149
2022-05-16,2022-05-22,205,ITA,13262
2022-05-16,2022-05-22,206,LVA,4629
2022-05-16,2022-05-22,207,KGZ,60854
2022-05-16,2022-05-22,209,TJK,49718
2022-05-16,2022-05-22,210,ARE,12158
2022-05-16,2022-05-22,211,AUS,1339
2022-05-16,2022-05-22,246,GRC,3803
2022-05-16,2022-05-22,983,TUR,64620
2022-05-16,2022-05-22,994,IND,5942
2022-05-16,2022-05-22,995,THA,8866
2022-05-16,2022-05-22,1056,EGY,7218
2022-05-16,2022-05-22,10074,PRT,1624
2022-05-16,2022-05-22,10077,ROU,2485
2022-05-16,2022-05-22,10083,HRV,1253
2022-05-16,2022-05-22,20574,CYP,7257
2022-05-16,2022-05-22,21610,MNE,4706
2022-05-23,2022-05-29,84,USA,42906
2022-05-23,2022-05-29,95,CAN,4019
2022-05-23,2022-05-29,96,DEU,66730
2022-05-23,2022-05-29,102,GBR,16801
2022-05-23,2022-05-29,113,AUT,3686
2022-05-23,2022-05-29,114,BEL,4614
2022-05-23,2022-05-29,115,BGR,8998
2022-05-23,2022-05-29,116,HUN,3507
2022-05-23,2022-05-29,117,LTU,8689
2022-05-23,2022-05-29,118,NLD,19504
2022-05-23,2022-05-29,119,NOR,3586
2022-05-23,2022-05-29,120,POL,24985
2022-05-23,2022-05-29,121,SVK,1967
2022-05-23,2022-05-29,122,SVN,1042
2022-05-23,2022-05-29,123,FIN,15751
2022-05-23,2022-05-29,124,FRA,19640
2022-05-23,2022-05-29,125,CZE,13888
2022-05-23,2022-05-29,126,CHE,3315
2022-05-23,2022-05-29,127,SWE,8675
2022-05-23,2022-05-29,159,KAZ,625560
2022-05-23,2022-05-29,167,AZE,17016
2022-05-23,2022-05-29,168,ARM,28953
2022-05-23,2022-05-29,169,GEO,26004
2022-05-23,2022-05-29,171,UZB,76725
2022-05-23,2022-05-29,179,EST,11176
2022-05-23,2022-05-29,180,SRB,8459
2022-05-23,2022-05-29,181,ISR,23654
2022-05-23,2022-05-29,204,ESP,15354
2022-05-23,2022-05-29,205,ITA,13221
2022-05-23,2022-05-29,206,LVA,4345
2022-05-23,2022-05-29,207,KGZ,65299
2022-05-23,2022-05-29,209,TJK,49288
2022-05-23,2022-05-29,210,ARE,12475
2022-05-23,2022-05-29,211,AUS,1675
2022-05-23,2022-05-29,246,GRC,4151
2022-05-23,2022-05-29,983,TUR,73122
2022-05-23,2022-05-29,994,IND,6649
2022-05-23,2022-05-29,995,THA,11392
2022-05-23,2022-05-29,1056,EGY,7746
2022-05-23,2022-05-29,10074,PRT,1711
2022-05-23,2022-05-29,10077,ROU,3108
2022-05-23,2022-05-29,10083,HRV,1523
2022-05-23,2022-05-29,20574,CYP,7069
2022-05-23,2022-05-29,21610,MNE,5091
2022-05-30,2022-06-05,84,USA,41620
2022-05-30,2022-06-05,95,CAN,3934
2022-05-30,2022-06-05,96,DEU,65453
2022-05-30,2022-06-05,102,GBR,16870
2022-05-30,2022-06-05,113,AUT,3820
2022-05-30,2022-06-05,114,BEL,4357
2022-05-30,2022-06-05,115,BGR,9240
2022-05-30,2022-06-05,116,HUN,3187
2022-05-30,2022-06-05,117,LTU,8753
2022-05-30,2022-06-05,118,NLD,18580
2022-05-30,2022-06-05,119,NOR,3546
2022-05-30,2022-06-05,120,POL,24300
2022-05-30,2022-06-05,121,SVK,1911
2022-05-30,2022-06-05,122,SVN,959
2022-05-30,2022-06-05,123,FIN,15878
2022-05-30,2022-06-05,124,FRA,19842
2022-05-30,2022-06-05,125,CZE,11828
2022-05-30,2022-06-05,126,CHE,3727
2022-05-30,2022-06-05,127,SWE,8729
2022-05-30,2022-06-05,159,KAZ,640999
2022-05-30,2022-06-05,167,AZE,16863
2022-05-30,2022-06-05,168,ARM,28651
2022-05-30,2022-06-05,169,GEO,26248
2022-05-30,2022-06-05,171,UZB,78168
2022-05-30,2022-06-05,179,EST,11185
2022-05-30,2022-06-05,180,SRB,8422
2022-05-30,2022-06-05,181,ISR,26081
2022-05-30,2022-06-05,204,ESP,15681
2022-05-30,2022-06-05,205,ITA,14077
2022-05-30,2022-06-05,206,LVA,4379
2022-05-30,2022-06-05,207,KGZ,60659
2022-05-30,2022-06-05,209,TJK,47142
2022-05-30,2022-06-05,210,ARE,11896
2022-05-30,2022-06-05,211,AUS,1342
2022-05-30,2022-06-05,246,GRC,4327
2022-05-30,2022-06-05,983,TUR,78570
2022-05-30,2022-06-05,994,IND,6202
2022-05-30,2022-06-05,995,THA,11365
2022-05-30,2022-06-05,1056,EGY,7727
2022-05-30,2022-06-05,10074,PRT,1986
2022-05-30,2022-06-05,10077,ROU,2750
2022-05-30,2022-06-05,10083,HRV,1388
2022-05-30,2022-06-05,20574,CYP,7326
2022-05-30,2022-06-05,21610,MNE,5165
2022-06-06,2022-06-12,84,USA,38217
2022-06-06,2022-06-12,95,CAN,4140
2022-06-06,2022-06-12,96,DEU,67128
2022-06-06,2022-06-12,102,GBR,18204
2022-06-06,2022-06-12,113,AUT,3776
2022-06-06,2022-06-12,114,BEL,4990
2022-06-06,2022-06-12,115,BGR,10447
2022-06-06,2022-06-12,116,HUN,3789
2022-06-06,2022-06-12,117,LTU,8957
2022-06-06,2022-06-12,118,NLD,18257
2022-06-06,2022-06-12,119,NOR,3254
2022-06-06,2022-06-12,120,POL,24901
2022-06-06,2022-06-12,121,SVK,1986
2022-06-06,2022-06-12,122,SVN,1046
2022-06-06,2022-06-12,123,FIN,14501
2022-06-06,2022-06-12,124,FRA,21419
2022-06-06,2022-06-12,125,CZE,12258
2022-06-06,2022-06-12,126,CHE,3526
2022-06-06,2022-06-12,127,SWE,10107
2022-06-06,2022-06-12,159,KAZ,655837
2022-06-06,2022-06-12,167,AZE,17240
2022-06-06,2022-06-12,168,ARM,30517
2022-06-06,2022-06-12,169,GEO,27414
2022-06-06,2022-06-12,171,UZB,77294
2022-06-06,2022-06-12,179,EST,11004
2022-06-06,2022-06-12,180,SRB,9265
2022-06-06,2022-06-12,181,ISR,23533
2022-06-06,2022-06-12,204,ESP,16226
2022-06-06,2022-06-12,205,ITA,14854
2022-06-06,2022-06-12,206,LVA,4350
2022-06-06,2022-06-12,207,KGZ,60546
2022-06-06,2022-06-12,209,TJK,47075
2022-06-06,2022-06-12,210,ARE,12001
2022-06-06,2022-06-12,211,AUS,1787
2022-06-06,2022-06-12,246,GRC,4423
2022-06-06,2022-06-12,983,TUR,87216
2022-06-06,2022-06-12,994,IND,9007
2022-06-06,2022-06-12,995,THA,23447
2022-06-06,2022-06-12,1056,EGY,7849
2022-06-06,2022-06-12,10074,PRT,1986
2022-06-06,2022-06-12,10077,ROU,3761
2022-06-06,2022-06-12,10083,HRV,1650
2022-06-06,2022-06-12,20574,CYP,8073
2022-06-06,2022-06-12,21610,MNE,5662
2022-06-13,2022-06-19,84,USA,68609
2022-06-13,2022-06-19,95,CAN,5028
2022-06-13,2022-06-19,96,DEU,73792
2022-06-13,2022-06-19,102,GBR,20799
2022-06-13,2022-06-19,113,AUT,3902
2022-06-13,2022-06-19,114,BEL,5028
2022-06-13,2022-06-19,115,BGR,10391
2022-06-13,2022-06-19,116,HUN,3341
2022-06-13,2022-06-19,117,LTU,8661
2022-06-13,2022-06-19,118,NLD,20260
2022-06-13,2022-06-19,119,NOR,3317
2022-06-13,2022-06-19,120,POL,25937
2022-06-13,2022-06-19,121,SVK,1786
2022-06-13,2022-06-19,122,SVN,806
2022-06-13,2022-06-19,123,FIN,15132
2022-06-13,2022-06-19,124,FRA,47572
2022-06-13,2022-06-19,125,CZE,11716
2022-06-13,2022-06-19,126,CHE,3594
2022-06-13,2022-06-19,127,SWE,10950
2022-06-13,2022-06-19,159,KAZ,650593
2022-06-13,2022-06-19,167,AZE,18097
2022-06-13,2022-06-19,168,ARM,31539
2022-06-13,2022-06-19,169,GEO,31629
2022-06-13,2022-06-19,171,UZB,76213
2022-06-13,2022-06-19,179,EST,10892
2022-06-13,2022-06-19,180,SRB,8572
2022-06-13,2022-06-19,181,ISR,24736
2022-06-13,2022-06-19,204,ESP,16659
2022-06-13,2022-06-19,205,ITA,14979
2022-06-13,2022-06-19,206,LVA,4387
2022-06-13,2022-06-19,207,KGZ,60424
2022-06-13,2022-06-19,209,TJK,46221
2022-06-13,2022-06-19,210,ARE,11651
2022-06-13,2022-06-19,211,AUS,4221
2022-06-13,2022-06-19,246,GRC,4266
2022-06-13,2022-06-19,983,TUR,88913
2022-06-13,2022-06-19,994,IND,10152
2022-06-13,2022-06-19,995,THA,35656
2022-06-13,2022-06-19,1056,EGY,8086
2022-06-13,2022-06-19,10074,PRT,1830
2022-06-13,2022-06-19,10077,ROU,3346
2022-06-13,2022-06-19,10083,HRV,1342
2022-06-13,2022-06-19,20574,CYP,8003
2022-06-13,2022-06-19,21610,MNE,5755
2022-06-20,2022-06-26,84,USA,58605
2022-06-20,2022-06-26,95,CAN,5372
2022-06-20,2022-06-26,96,DEU,74016
2022-06-20,2022-06-26,102,GBR,20078
2022-06-20,2022-06-26,113,AUT,3852
2022-06-20,2022-06-26,114,BEL,4620
2022-06-20,2022-06-26,115,BGR,10976
2022-06-20,2022-06-26,116,HUN,2311
2022-06-20,2022-06-26,117,LTU,8270
2022-06-20,2022-06-26,118,NLD,20597
2022-06-20,2022-06-26,119,NOR,3294
2022-06-20,2022-06-26,120,POL,22333
2022-06-20,2022-06-26,121,SVK,1902
2022-06-20,2022-06-26,122,SVN,732
2022-06-20,2022-06-26,123,FIN,14246
2022-06-20,2022-06-26,124,FRA,54134
2022-06-20,2022-06-26,125,CZE,12301
2022-06-20,2022-06-26,126,CHE,3453
2022-06-20,2022-06-26,127,SWE,10940
2022-06-20,2022-06-26,159,KAZ,637766
2022-06-20,2022-06-26,167,AZE,18162
2022-06-20,2022-06-26,168,ARM,32160
2022-06-20,2022-06-26,169,GEO,33791
2022-06-20,2022-06-26,171,UZB,77619
2022-06-20,2022-06-26,179,EST,10631
2022-06-20,2022-06-26,180,SRB,8907
2022-06-20,2022-06-26,181,ISR,22979
2022-06-20,2022-06-26,204,ESP,16909
2022-06-20,2022-06-26,205,ITA,14663
2022-06-20,2022-06-26,206,LVA,4185
2022-06-20,2022-06-26,207,KGZ,60559
2022-06-20,2022-06-26,209,TJK,47291
2022-06-20,2022-06-26,210,ARE,9982
2022-06-20,2022-06-26,211,AUS,7663
2022-06-20,2022-06-26,246,GRC,4037
2022-06-20,2022-06-26,983,TUR,87374
2022-06-20,2022-06-26,994,IND,27613
2022-06-20,2022-06-26,995,THA,59785
2022-06-20,2022-06-26,1056,EGY,8829
2022-06-20,2022-06-26,10074,PRT,1738
2022-06-20,2022-06-26,10077,ROU,3342
2022-06-20,2022-06-26,10083,HRV,1282
2022-06-20,2022-06-26,20574,CYP,8055
2022-06-20,2022-06-26,21610,MNE,5515
2022-06-27,2022-07-03,84,USA,40019
2022-06-27,2022-07-03,95,CAN,4167
2022-06-27,2022-07-03,96,DEU,67716
2022-06-27,2022-07-03,102,GBR,19436
2022-06-27,2022-07-03,113,AUT,3393
2022-06-27,2022-07-03,114,BEL,3845
2022-06-27,2022-07-03,115,BGR,11259
2022-06-27,2022-07-03,116,HUN,2245
2022-06-27,2022-07-03,117,LTU,8593
2022-06-27,2022-07-03,118,NLD,20391
