date_from,date_to,country_code,destination_country,count
2022-06-27,2022-07-03,119,NOR,3200
2022-06-27,2022-07-03,120,POL,23434
2022-06-27,2022-07-03,121,SVK,1662
2022-06-27,2022-07-03,122,SVN,721
2022-06-27,2022-07-03,123,FIN,13979
2022-06-27,2022-07-03,124,FRA,22714
2022-06-27,2022-07-03,125,CZE,10305
2022-06-27,2022-07-03,126,CHE,3250
2022-06-27,2022-07-03,127,SWE,10638
2022-06-27,2022-07-03,159,KAZ,615298
2022-06-27,2022-07-03,167,AZE,18687
2022-06-27,2022-07-03,168,ARM,33576
2022-06-27,2022-07-03,169,GEO,35670
2022-06-27,2022-07-03,171,UZB,71067
2022-06-27,2022-07-03,179,EST,10454
2022-06-27,2022-07-03,180,SRB,6405
2022-06-27,2022-07-03,181,ISR,24001
2022-06-27,2022-07-03,204,ESP,15548
2022-06-27,2022-07-03,205,ITA,14422
2022-06-27,2022-07-03,206,LVA,4464
2022-06-27,2022-07-03,207,KGZ,58039
2022-06-27,2022-07-03,209,TJK,48335
2022-06-27,2022-07-03,210,ARE,9791
2022-06-27,2022-07-03,211,AUS,5421
2022-06-27,2022-07-03,246,GRC,4418
2022-06-27,2022-07-03,983,TUR,88197
2022-06-27,2022-07-03,994,IND,18588
2022-06-27,2022-07-03,995,THA,23845
2022-06-27,2022-07-03,1056,EGY,7982
2022-06-27,2022-07-03,10074,PRT,1813
2022-06-27,2022-07-03,10077,ROU,1520
2022-06-27,2022-07-03,10083,HRV,1078
2022-06-27,2022-07-03,20574,CYP,8104
2022-06-27,2022-07-03,21610,MNE,5623
2022-07-04,2022-07-10,84,USA,37254
2022-07-04,2022-07-10,95,CAN,4409
2022-07-04,2022-07-10,96,DEU,69821
2022-07-04,2022-07-10,102,GBR,21570
2022-07-04,2022-07-10,113,AUT,3350
2022-07-04,2022-07-10,114,BEL,3187
2022-07-04,2022-07-10,115,BGR,12741
2022-07-04,2022-07-10,116,HUN,2232
2022-07-04,2022-07-10,117,LTU,8651
2022-07-04,2022-07-10,118,NLD,20253
2022-07-04,2022-07-10,119,NOR,3331
2022-07-04,2022-07-10,120,POL,23516
2022-07-04,2022-07-10,121,SVK,1891
2022-07-04,2022-07-10,122,SVN,696
2022-07-04,2022-07-10,123,FIN,16060
2022-07-04,2022-07-10,124,FRA,22005
2022-07-04,2022-07-10,125,CZE,14742
2022-07-04,2022-07-10,126,CHE,3347
2022-07-04,2022-07-10,127,SWE,10216
2022-07-04,2022-07-10,159,KAZ,593212
2022-07-04,2022-07-10,167,AZE,18721
2022-07-04,2022-07-10,168,ARM,34458
2022-07-04,2022-07-10,169,GEO,35550
2022-07-04,2022-07-10,171,UZB,69597
2022-07-04,2022-07-10,179,EST,11745
2022-07-04,2022-07-10,180,SRB,6019
2022-07-04,2022-07-10,181,ISR,23932
2022-07-04,2022-07-10,204,ESP,16327
2022-07-04,2022-07-10,205,ITA,14772
2022-07-04,2022-07-10,206,LVA,4209
2022-07-04,2022-07-10,207,KGZ,56177
2022-07-04,2022-07-10,209,TJK,44969
2022-07-04,2022-07-10,210,ARE,9531
2022-07-04,2022-07-10,211,AUS,1111
2022-07-04,2022-07-10,246,GRC,4673
2022-07-04,2022-07-10,983,TUR,87765
2022-07-04,2022-07-10,994,IND,15578
2022-07-04,2022-07-10,995,THA,18587
2022-07-04,2022-07-10,1056,EGY,7974
2022-07-04,2022-07-10,10074,PRT,1618
2022-07-04,2022-07-10,10077,ROU,1511
2022-07-04,2022-07-10,10083,HRV,1250
2022-07-04,2022-07-10,20574,CYP,7154
2022-07-04,2022-07-10,21610,MNE,5752
2022-07-11,2022-07-17,84,USA,34512
2022-07-11,2022-07-17,95,CAN,4725
2022-07-11,2022-07-17,96,DEU,71139
2022-07-11,2022-07-17,102,GBR,21347
2022-07-11,2022-07-17,113,AUT,3699
2022-07-11,2022-07-17,114,BEL,3344
2022-07-11,2022-07-17,115,BGR,14023
2022-07-11,2022-07-17,116,HUN,2464
2022-07-11,2022-07-17,117,LTU,9372
2022-07-11,2022-07-17,118,NLD,22478
2022-07-11,2022-07-17,119,NOR,3134
2022-07-11,2022-07-17,120,POL,24223
2022-07-11,2022-07-17,121,SVK,1747
2022-07-11,2022-07-17,122,SVN,657
2022-07-11,2022-07-17,123,FIN,15986
2022-07-11,2022-07-17,124,FRA,22056
2022-07-11,2022-07-17,125,CZE,11846
2022-07-11,2022-07-17,126,CHE,3392
2022-07-11,2022-07-17,127,SWE,10054
2022-07-11,2022-07-17,159,KAZ,597816
2022-07-11,2022-07-17,167,AZE,21083
2022-07-11,2022-07-17,168,ARM,37639
2022-07-11,2022-07-17,169,GEO,41313
2022-07-11,2022-07-17,171,UZB,73131
2022-07-11,2022-07-17,179,EST,11737
2022-07-11,2022-07-17,180,SRB,6630
2022-07-11,2022-07-17,181,ISR,24999
2022-07-11,2022-07-17,204,ESP,16675
2022-07-11,2022-07-17,205,ITA,14729
2022-07-11,2022-07-17,206,LVA,4346
2022-07-11,2022-07-17,207,KGZ,61816
2022-07-11,2022-07-17,209,TJK,53869
2022-07-11,2022-07-17,210,ARE,10176
2022-07-11,2022-07-17,211,AUS,1222
2022-07-11,2022-07-17,246,GRC,4904
2022-07-11,2022-07-17,983,TUR,88420
2022-07-11,2022-07-17,994,IND,20307
2022-07-11,2022-07-17,995,THA,15271
2022-07-11,2022-07-17,1056,EGY,7705
2022-07-11,2022-07-17,10074,PRT,1916
2022-07-11,2022-07-17,10077,ROU,1508
2022-07-11,2022-07-17,10083,HRV,1433
2022-07-11,2022-07-17,20574,CYP,7437
2022-07-11,2022-07-17,21610,MNE,6083
2022-07-18,2022-07-24,84,USA,38643
2022-07-18,2022-07-24,95,CAN,4313
2022-07-18,2022-07-24,96,DEU,71862
2022-07-18,2022-07-24,102,GBR,22440
2022-07-18,2022-07-24,113,AUT,3696
2022-07-18,2022-07-24,114,BEL,3160
2022-07-18,2022-07-24,115,BGR,14781
2022-07-18,2022-07-24,116,HUN,2375
2022-07-18,2022-07-24,117,LTU,8938
2022-07-18,2022-07-24,118,NLD,177602
2022-07-18,2022-07-24,119,NOR,2829
2022-07-18,2022-07-24,120,POL,23854
2022-07-18,2022-07-24,121,SVK,1659
2022-07-18,2022-07-24,122,SVN,762
2022-07-18,2022-07-24,123,FIN,17118
2022-07-18,2022-07-24,124,FRA,23660
2022-07-18,2022-07-24,125,CZE,11914
2022-07-18,2022-07-24,126,CHE,3496
2022-07-18,2022-07-24,127,SWE,10772
2022-07-18,2022-07-24,159,KAZ,592527
2022-07-18,2022-07-24,167,AZE,22741
2022-07-18,2022-07-24,168,ARM,38158
2022-07-18,2022-07-24,169,GEO,44223
2022-07-18,2022-07-24,171,UZB,69399
2022-07-18,2022-07-24,179,EST,11273
2022-07-18,2022-07-24,180,SRB,6584
2022-07-18,2022-07-24,181,ISR,23891
2022-07-18,2022-07-24,204,ESP,17670
2022-07-18,2022-07-24,205,ITA,15717
2022-07-18,2022-07-24,206,LVA,4433
2022-07-18,2022-07-24,207,KGZ,62983
2022-07-18,2022-07-24,209,TJK,54334
2022-07-18,2022-07-24,210,ARE,10273
2022-07-18,2022-07-24,211,AUS,1388
2022-07-18,2022-07-24,246,GRC,5350
2022-07-18,2022-07-24,983,TUR,91292
2022-07-18,2022-07-24,994,IND,18868
2022-07-18,2022-07-24,995,THA,21102
2022-07-18,2022-07-24,1056,EGY,8429
2022-07-18,2022-07-24,10074,PRT,2020
2022-07-18,2022-07-24,10077,ROU,1481
2022-07-18,2022-07-24,10083,HRV,1510
2022-07-18,2022-07-24,20574,CYP,7800
2022-07-18,2022-07-24,21610,MNE,5867
2022-07-25,2022-07-31,84,USA,45768
2022-07-25,2022-07-31,95,CAN,4211
2022-07-25,2022-07-31,96,DEU,80387
2022-07-25,2022-07-31,102,GBR,22347
2022-07-25,2022-07-31,113,AUT,3673
2022-07-25,2022-07-31,114,BEL,3735
2022-07-25,2022-07-31,115,BGR,16102
2022-07-25,2022-07-31,116,HUN,3095
2022-07-25,2022-07-31,117,LTU,9209
2022-07-25,2022-07-31,118,NLD,29585
2022-07-25,2022-07-31,119,NOR,2935
2022-07-25,2022-07-31,120,POL,24702
2022-07-25,2022-07-31,121,SVK,1800
2022-07-25,2022-07-31,122,SVN,726
2022-07-25,2022-07-31,123,FIN,18163
2022-07-25,2022-07-31,124,FRA,25434
2022-07-25,2022-07-31,125,CZE,12421
2022-07-25,2022-07-31,126,CHE,3729
2022-07-25,2022-07-31,127,SWE,12228
2022-07-25,2022-07-31,159,KAZ,586934
2022-07-25,2022-07-31,167,AZE,23436
2022-07-25,2022-07-31,168,ARM,40335
2022-07-25,2022-07-31,169,GEO,43424
2022-07-25,2022-07-31,171,UZB,70889
2022-07-25,2022-07-31,179,EST,11800
2022-07-25,2022-07-31,180,SRB,7051
2022-07-25,2022-07-31,181,ISR,23709
2022-07-25,2022-07-31,204,ESP,18293
2022-07-25,2022-07-31,205,ITA,16178
2022-07-25,2022-07-31,206,LVA,4841
2022-07-25,2022-07-31,207,KGZ,64952
2022-07-25,2022-07-31,209,TJK,56844
2022-07-25,2022-07-31,210,ARE,10861
2022-07-25,2022-07-31,211,AUS,1273
2022-07-25,2022-07-31,246,GRC,5102
2022-07-25,2022-07-31,983,TUR,93491
2022-07-25,2022-07-31,994,IND,17805
2022-07-25,2022-07-31,995,THA,17900
2022-07-25,2022-07-31,1056,EGY,8873
2022-07-25,2022-07-31,10074,PRT,1959
2022-07-25,2022-07-31,10077,ROU,1667
2022-07-25,2022-07-31,10083,HRV,1558
2022-07-25,2022-07-31,20574,CYP,7975
2022-07-25,2022-07-31,21610,MNE,6501
2022-08-01,2022-08-07,84,USA,43919
2022-08-01,2022-08-07,95,CAN,4838
2022-08-01,2022-08-07,96,DEU,79553
2022-08-01,2022-08-07,102,GBR,26464
2022-08-01,2022-08-07,113,AUT,3710
2022-08-01,2022-08-07,114,BEL,3920
2022-08-01,2022-08-07,115,BGR,17443
2022-08-01,2022-08-07,116,HUN,2379
2022-08-01,2022-08-07,117,LTU,9343
2022-08-01,2022-08-07,118,NLD,23794
2022-08-01,2022-08-07,119,NOR,2969
2022-08-01,2022-08-07,120,POL,25224
2022-08-01,2022-08-07,121,SVK,2132
2022-08-01,2022-08-07,122,SVN,656
2022-08-01,2022-08-07,123,FIN,17195
2022-08-01,2022-08-07,124,FRA,24063
2022-08-01,2022-08-07,125,CZE,82223
2022-08-01,2022-08-07,126,CHE,3682
2022-08-01,2022-08-07,127,SWE,13097
2022-08-01,2022-08-07,159,KAZ,574323
2022-08-01,2022-08-07,167,AZE,24321
2022-08-01,2022-08-07,168,ARM,42411
2022-08-01,2022-08-07,169,GEO,47465
2022-08-01,2022-08-07,171,UZB,73797
2022-08-01,2022-08-07,179,EST,11994
2022-08-01,2022-08-07,180,SRB,6727
2022-08-01,2022-08-07,181,ISR,22966
2022-08-01,2022-08-07,204,ESP,17748
2022-08-01,2022-08-07,205,ITA,15820
2022-08-01,2022-08-07,206,LVA,5278
2022-08-01,2022-08-07,207,KGZ,66407
2022-08-01,2022-08-07,209,TJK,57356
2022-08-01,2022-08-07,210,ARE,10798
2022-08-01,2022-08-07,211,AUS,1670
2022-08-01,2022-08-07,246,GRC,4740
2022-08-01,2022-08-07,983,TUR,94501
2022-08-01,2022-08-07,994,IND,21156
2022-08-01,2022-08-07,995,THA,17483
2022-08-01,2022-08-07,1056,EGY,9074
2022-08-01,2022-08-07,10074,PRT,1816
2022-08-01,2022-08-07,10077,ROU,1871
2022-08-01,2022-08-07,10083,HRV,1511
2022-08-01,2022-08-07,20574,CYP,8549
2022-08-01,2022-08-07,21610,MNE,6430
2022-08-08,2022-08-14,84,USA,45858
2022-08-08,2022-08-14,95,CAN,5244
2022-08-08,2022-08-14,96,DEU,77730
2022-08-08,2022-08-14,102,GBR,25159
2022-08-08,2022-08-14,113,AUT,3905
2022-08-08,2022-08-14,114,BEL,4439
2022-08-08,2022-08-14,115,BGR,17461
2022-08-08,2022-08-14,116,HUN,2587
2022-08-08,2022-08-14,117,LTU,9730
2022-08-08,2022-08-14,118,NLD,23543
2022-08-08,2022-08-14,119,NOR,2895
2022-08-08,2022-08-14,120,POL,25970
2022-08-08,2022-08-14,121,SVK,1935
2022-08-08,2022-08-14,122,SVN,573
2022-08-08,2022-08-14,123,FIN,15814
2022-08-08,2022-08-14,124,FRA,34657
2022-08-08,2022-08-14,125,CZE,14898
2022-08-08,2022-08-14,126,CHE,3950
2022-08-08,2022-08-14,127,SWE,14538
2022-08-08,2022-08-14,159,KAZ,578525
2022-08-08,2022-08-14,167,AZE,26077
2022-08-08,2022-08-14,168,ARM,43038
2022-08-08,2022-08-14,169,GEO,47613
2022-08-08,2022-08-14,171,UZB,72536
2022-08-08,2022-08-14,179,EST,12435
2022-08-08,2022-08-14,180,SRB,6859
2022-08-08,2022-08-14,181,ISR,23290
2022-08-08,2022-08-14,204,ESP,18637
2022-08-08,2022-08-14,205,ITA,16306
2022-08-08,2022-08-14,206,LVA,5384
2022-08-08,2022-08-14,207,KGZ,62147
2022-08-08,2022-08-14,209,TJK,56528
2022-08-08,2022-08-14,210,ARE,11861
2022-08-08,2022-08-14,211,AUS,1309
2022-08-08,2022-08-14,246,GRC,5229
2022-08-08,2022-08-14,983,TUR,97387
2022-08-08,2022-08-14,994,IND,26737
2022-08-08,2022-08-14,995,THA,19627
2022-08-08,2022-08-14,1056,EGY,9511
2022-08-08,2022-08-14,10074,PRT,1805
2022-08-08,2022-08-14,10077,ROU,1846
2022-08-08,2022-08-14,10083,HRV,1746
2022-08-08,2022-08-14,20574,CYP,8294
2022-08-08,2022-08-14,21610,MNE,6788
2022-08-15,2022-08-21,84,USA,38354
2022-08-15,2022-08-21,95,CAN,4881
2022-08-15,2022-08-21,96,DEU,79858
2022-08-15,2022-08-21,102,GBR,25818
2022-08-15,2022-08-21,113,AUT,3936
2022-08-15,2022-08-21,114,BEL,4557
2022-08-15,2022-08-21,115,BGR,16444
2022-08-15,2022-08-21,116,HUN,2495
2022-08-15,2022-08-21,117,LTU,9657
2022-08-15,2022-08-21,118,NLD,22724
2022-08-15,2022-08-21,119,NOR,3053
2022-08-15,2022-08-21,120,POL,24827
2022-08-15,2022-08-21,121,SVK,1869
2022-08-15,2022-08-21,122,SVN,640
2022-08-15,2022-08-21,123,FIN,16143
2022-08-15,2022-08-21,124,FRA,24792
2022-08-15,2022-08-21,125,CZE,14656
2022-08-15,2022-08-21,126,CHE,3645
2022-08-15,2022-08-21,127,SWE,13690
2022-08-15,2022-08-21,159,KAZ,572954
2022-08-15,2022-08-21,167,AZE,24039
2022-08-15,2022-08-21,168,ARM,41582
2022-08-15,2022-08-21,169,GEO,48060
2022-08-15,2022-08-21,171,UZB,76107
2022-08-15,2022-08-21,179,EST,12071
2022-08-15,2022-08-21,180,SRB,6698
2022-08-15,2022-08-21,181,ISR,22348
2022-08-15,2022-08-21,204,ESP,18435
2022-08-15,2022-08-21,205,ITA,16084
2022-08-15,2022-08-21,206,LVA,4867
2022-08-15,2022-08-21,207,KGZ,61706
2022-08-15,2022-08-21,209,TJK,52818
2022-08-15,2022-08-21,210,ARE,11850
2022-08-15,2022-08-21,211,AUS,1446
2022-08-15,2022-08-21,246,GRC,5120
2022-08-15,2022-08-21,983,TUR,97567
2022-08-15,2022-08-21,994,IND,24629
2022-08-15,2022-08-21,995,THA,19200
2022-08-15,2022-08-21,1056,EGY,10189
2022-08-15,2022-08-21,10074,PRT,1906
2022-08-15,2022-08-21,10077,ROU,1921
2022-08-15,2022-08-21,10083,HRV,1564
2022-08-15,2022-08-21,20574,CYP,7961
2022-08-15,2022-08-21,21610,MNE,6296
2022-08-22,2022-08-28,84,USA,40197
2022-08-22,2022-08-28,95,CAN,5467
2022-08-22,2022-08-28,96,DEU,78462
2022-08-22,2022-08-28,102,GBR,25892
2022-08-22,2022-08-28,113,AUT,3852
2022-08-22,2022-08-28,114,BEL,5111
2022-08-22,2022-08-28,115,BGR,16964
2022-08-22,2022-08-28,116,HUN,3074
2022-08-22,2022-08-28,117,LTU,9318
2022-08-22,2022-08-28,118,NLD,21661
2022-08-22,2022-08-28,119,NOR,2930
2022-08-22,2022-08-28,120,POL,25653
2022-08-22,2022-08-28,121,SVK,1827
2022-08-22,2022-08-28,122,SVN,925
2022-08-22,2022-08-28,123,FIN,19459
2022-08-22,2022-08-28,124,FRA,23485
2022-08-22,2022-08-28,125,CZE,12077
2022-08-22,2022-08-28,126,CHE,3857
2022-08-22,2022-08-28,127,SWE,12894
2022-08-22,2022-08-28,159,KAZ,571455
2022-08-22,2022-08-28,167,AZE,27269
2022-08-22,2022-08-28,168,ARM,39990
2022-08-22,2022-08-28,169,GEO,47584
2022-08-22,2022-08-28,171,UZB,72103
2022-08-22,2022-08-28,179,EST,11569
2022-08-22,2022-08-28,180,SRB,10114
2022-08-22,2022-08-28,181,ISR,22938
2022-08-22,2022-08-28,204,ESP,20944
2022-08-22,2022-08-28,205,ITA,16695
2022-08-22,2022-08-28,206,LVA,4902
2022-08-22,2022-08-28,207,KGZ,61689
2022-08-22,2022-08-28,209,TJK,51774
2022-08-22,2022-08-28,210,ARE,13128
2022-08-22,2022-08-28,211,AUS,1566
2022-08-22,2022-08-28,246,GRC,6166
2022-08-22,2022-08-28,983,TUR,115372
2022-08-22,2022-08-28,994,IND,115998
2022-08-22,2022-08-28,995,THA,63811
2022-08-22,2022-08-28,1056,EGY,26446
2022-08-22,2022-08-28,10074,PRT,2555
2022-08-22,2022-08-28,10077,ROU,3232
2022-08-22,2022-08-28,10083,HRV,1725
2022-08-22,2022-08-28,20574,CYP,8093
2022-08-22,2022-08-28,21610,MNE,6379
2022-08-29,2022-09-04,84,USA,44984
2022-08-29,2022-09-04,95,CAN,6723
2022-08-29,2022-09-04,96,DEU,75613
2022-08-29,2022-09-04,102,GBR,24011
2022-08-29,2022-09-04,113,AUT,3452
2022-08-29,2022-09-04,114,BEL,4445
2022-08-29,2022-09-04,115,BGR,15720
2022-08-29,2022-09-04,116,HUN,2831
2022-08-29,2022-09-04,117,LTU,8875
2022-08-29,2022-09-04,118,NLD,20157
2022-08-29,2022-09-04,119,NOR,2828
2022-08-29,2022-09-04,120,POL,23346
2022-08-29,2022-09-04,121,SVK,1670
2022-08-29,2022-09-04,122,SVN,785
2022-08-29,2022-09-04,123,FIN,26158
2022-08-29,2022-09-04,124,FRA,22414
2022-08-29,2022-09-04,125,CZE,25881
2022-08-29,2022-09-04,126,CHE,3918
2022-08-29,2022-09-04,127,SWE,13193
2022-08-29,2022-09-04,159,KAZ,533979
2022-08-29,2022-09-04,167,AZE,24889
2022-08-29,2022-09-04,168,ARM,39475
2022-08-29,2022-09-04,169,GEO,42902
2022-08-29,2022-09-04,171,UZB,68299
2022-08-29,2022-09-04,179,EST,10580
2022-08-29,2022-09-04,180,SRB,9345
2022-08-29,2022-09-04,181,ISR,22108
2022-08-29,2022-09-04,204,ESP,20910
2022-08-29,2022-09-04,205,ITA,17517
2022-08-29,2022-09-04,206,LVA,4865
2022-08-29,2022-09-04,207,KGZ,61062
2022-08-29,2022-09-04,209,TJK,48982
2022-08-29,2022-09-04,210,ARE,13380
2022-08-29,2022-09-04,211,AUS,1789
2022-08-29,2022-09-04,246,GRC,6194
2022-08-29,2022-09-04,983,TUR,109880
2022-08-29,2022-09-04,994,IND,118492
2022-08-29,2022-09-04,995,THA,72056
2022-08-29,2022-09-04,1056,EGY,19617
2022-08-29,2022-09-04,10074,PRT,2496
2022-08-29,2022-09-04,10077,ROU,2846
2022-08-29,2022-09-04,10083,HRV,1755
2022-08-29,2022-09-04,20574,CYP,8215
2022-08-29,2022-09-04,21610,MNE,6353
2022-09-05,2022-09-11,84,USA,47353
2022-09-05,2022-09-11,95,CAN,5354
2022-09-05,2022-09-11,96,DEU,74906
2022-09-05,2022-09-11,102,GBR,23665
2022-09-05,2022-09-11,113,AUT,3493
2022-09-05,2022-09-11,114,BEL,4309
2022-09-05,2022-09-11,115,BGR,14072
2022-09-05,2022-09-11,116,HUN,2585
2022-09-05,2022-09-11,117,LTU,8636
2022-09-05,2022-09-11,118,NLD,20857
2022-09-05,2022-09-11,119,NOR,2856
2022-09-05,2022-09-11,120,POL,21756
2022-09-05,2022-09-11,121,SVK,1738
2022-09-05,2022-09-11,122,SVN,653
2022-09-05,2022-09-11,123,FIN,19356
2022-09-05,2022-09-11,124,FRA,22656
2022-09-05,2022-09-11,125,CZE,13018
2022-09-05,2022-09-11,126,CHE,4209
2022-09-05,2022-09-11,127,SWE,12224
2022-09-05,2022-09-11,159,KAZ,585867
2022-09-05,2022-09-11,167,AZE,21647
2022-09-05,2022-09-11,168,ARM,35413
2022-09-05,2022-09-11,169,GEO,42670
2022-09-05,2022-09-11,171,UZB,84106
2022-09-05,2022-09-11,179,EST,9970
2022-09-05,2022-09-11,180,SRB,8195
2022-09-05,2022-09-11,181,ISR,21989
2022-09-05,2022-09-11,204,ESP,19323
2022-09-05,2022-09-11,205,ITA,16737
2022-09-05,2022-09-11,206,LVA,4012
2022-09-05,2022-09-11,207,KGZ,60256
2022-09-05,2022-09-11,209,TJK,46935
2022-09-05,2022-09-11,210,ARE,13394
2022-09-05,2022-09-11,211,AUS,1307
2022-09-05,2022-09-11,246,GRC,5264
2022-09-05,2022-09-11,983,TUR,103564
2022-09-05,2022-09-11,994,IND,75167
2022-09-05,2022-09-11,995,THA,34866
2022-09-05,2022-09-11,1056,EGY,15885
2022-09-05,2022-09-11,10074,PRT,2300
2022-09-05,2022-09-11,10077,ROU,2625
2022-09-05,2022-09-11,10083,HRV,1498
2022-09-05,2022-09-11,20574,CYP,7592
2022-09-05,2022-09-11,21610,MNE,6429
2022-09-12,2022-09-18,84,USA,46167
2022-09-12,2022-09-18,95,CAN,4350
2022-09-12,2022-09-18,96,DEU,74434
2022-09-12,2022-09-18,102,GBR,22466
2022-09-12,2022-09-18,113,AUT,3691
2022-09-12,2022-09-18,114,BEL,3745
2022-09-12,2022-09-18,115,BGR,10575
2022-09-12,2022-09-18,116,HUN,2195
2022-09-12,2022-09-18,117,LTU,8421
2022-09-12,2022-09-18,118,NLD,19710
2022-09-12,2022-09-18,119,NOR,2696
2022-09-12,2022-09-18,120,POL,19125
2022-09-12,2022-09-18,121,SVK,1578
2022-09-12,2022-09-18,122,SVN,632
2022-09-12,2022-09-18,123,FIN,16838
2022-09-12,2022-09-18,124,FRA,19975
2022-09-12,2022-09-18,125,CZE,8822
2022-09-12,2022-09-18,126,CHE,3954
2022-09-12,2022-09-18,127,SWE,11532
2022-09-12,2022-09-18,159,KAZ,538194
2022-09-12,2022-09-18,167,AZE,18979
2022-09-12,2022-09-18,168,ARM,32973
2022-09-12,2022-09-18,169,GEO,40496
2022-09-12,2022-09-18,171,UZB,86776
2022-09-12,2022-09-18,179,EST,9399
2022-09-12,2022-09-18,180,SRB,5813
2022-09-12,2022-09-18,181,ISR,19807
2022-09-12,2022-09-18,204,ESP,16155
2022-09-12,2022-09-18,205,ITA,14151
2022-09-12,2022-09-18,206,LVA,3689
2022-09-12,2022-09-18,207,KGZ,54470
2022-09-12,2022-09-18,209,TJK,45591
2022-09-12,2022-09-18,210,ARE,12793
2022-09-12,2022-09-18,211,AUS,984
2022-09-12,2022-09-18,246,GRC,4095
2022-09-12,2022-09-18,983,TUR,95838
2022-09-12,2022-09-18,994,IND,2250
2022-09-12,2022-09-18,995,THA,5130
2022-09-12,2022-09-18,1056,EGY,8574
2022-09-12,2022-09-18,10074,PRT,1953
2022-09-12,2022-09-18,10077,ROU,1417
2022-09-12,2022-09-18,10083,HRV,1343
2022-09-12,2022-09-18,20574,CYP,7221
2022-09-12,2022-09-18,21610,MNE,6368
2022-09-19,2022-09-25,84,USA,65077
2022-09-19,2022-09-25,95,CAN,5302
2022-09-19,2022-09-25,96,DEU,85316
2022-09-19,2022-09-25,102,GBR,29749
2022-09-19,2022-09-25,113,AUT,4674
2022-09-19,2022-09-25,114,BEL,4715
2022-09-19,2022-09-25,115,BGR,12480
2022-09-19,2022-09-25,116,HUN,2549
2022-09-19,2022-09-25,117,LTU,8744
2022-09-19,2022-09-25,118,NLD,27590
2022-09-19,2022-09-25,119,NOR,3674
2022-09-19,2022-09-25,120,POL,21246
2022-09-19,2022-09-25,121,SVK,1577
2022-09-19,2022-09-25,122,SVN,927
2022-09-19,2022-09-25,123,FIN,24925
2022-09-19,2022-09-25,124,FRA,26324
2022-09-19,2022-09-25,125,CZE,8908
2022-09-19,2022-09-25,126,CHE,4780
2022-09-19,2022-09-25,127,SWE,14733
2022-09-19,2022-09-25,159,KAZ,599290
2022-09-19,2022-09-25,167,AZE,26613
2022-09-19,2022-09-25,168,ARM,45073
2022-09-19,2022-09-25,169,GEO,55906
2022-09-19,2022-09-25,171,UZB,116243
2022-09-19,2022-09-25,179,EST,10523
2022-09-19,2022-09-25,180,SRB,7467
2022-09-19,2022-09-25,181,ISR,24338
2022-09-19,2022-09-25,204,ESP,21221
2022-09-19,2022-09-25,205,ITA,17227
2022-09-19,2022-09-25,206,LVA,4612
2022-09-19,2022-09-25,207,KGZ,77068
2022-09-19,2022-09-25,209,TJK,73902
2022-09-19,2022-09-25,210,ARE,19918
2022-09-19,2022-09-25,211,AUS,1224
2022-09-19,2022-09-25,246,GRC,5113
2022-09-19,2022-09-25,983,TUR,147288
2022-09-19,2022-09-25,994,IND,3567
2022-09-19,2022-09-25,995,THA,7872
2022-09-19,2022-09-25,1056,EGY,11565
2022-09-19,2022-09-25,10074,PRT,2590
2022-09-19,2022-09-25,10077,ROU,1833
2022-09-19,2022-09-25,10083,HRV,1556
2022-09-19,2022-09-25,20574,CYP,10115
2022-09-19,2022-09-25,21610,MNE,7606
2022-09-26,2022-10-02,84,USA,57826
2022-09-26,2022-10-02,95,CAN,4912
2022-09-26,2022-10-02,96,DEU,76791
2022-09-26,2022-10-02,102,GBR,25834
2022-09-26,2022-10-02,113,AUT,4094
2022-09-26,2022-10-02,114,BEL,4223
2022-09-26,2022-10-02,115,BGR,11040
2022-09-26,2022-10-02,116,HUN,2714
2022-09-26,2022-10-02,117,LTU,9627
2022-09-26,2022-10-02,118,NLD,25359
2022-09-26,2022-10-02,119,NOR,3516
2022-09-26,2022-10-02,120,POL,22117
2022-09-26,2022-10-02,121,SVK,1759
2022-09-26,2022-10-02,122,SVN,678
2022-09-26,2022-10-02,123,FIN,28645
2022-09-26,2022-10-02,124,FRA,24093
2022-09-26,2022-10-02,125,CZE,12392
2022-09-26,2022-10-02,126,CHE,4478
2022-09-26,2022-10-02,127,SWE,13226
2022-09-26,2022-10-02,159,KAZ,753472
2022-09-26,2022-10-02,167,AZE,26337
2022-09-26,2022-10-02,168,ARM,52849
2022-09-26,2022-10-02,169,GEO,84305
2022-09-26,2022-10-02,171,UZB,123437
2022-09-26,2022-10-02,179,EST,11883
2022-09-26,2022-10-02,180,SRB,8242
2022-09-26,2022-10-02,181,ISR,25732
2022-09-26,2022-10-02,204,ESP,20487
2022-09-26,2022-10-02,205,ITA,15871
2022-09-26,2022-10-02,206,LVA,4200
2022-09-26,2022-10-02,207,KGZ,89550
2022-09-26,2022-10-02,209,TJK,60824
2022-09-26,2022-10-02,210,ARE,24708
2022-09-26,2022-10-02,211,AUS,985
2022-09-26,2022-10-02,246,GRC,4600
2022-09-26,2022-10-02,983,TUR,174943
2022-09-26,2022-10-02,994,IND,4631
2022-09-26,2022-10-02,995,THA,9177
2022-09-26,2022-10-02,1056,EGY,13092
2022-09-26,2022-10-02,10074,PRT,2397
2022-09-26,2022-10-02,10077,ROU,1706
2022-09-26,2022-10-02,10083,HRV,1239
2022-09-26,2022-10-02,20574,CYP,9975
2022-09-26,2022-10-02,21610,MNE,7943
